0.0000000000,10.9175649908,2.0326700399
10.0000000000,10.5160307068,0.2920064806
20.0000000000,10.2623906686,2.4590577781
30.0000000000,9.7971715996,2.7618586082
40.0000000000,10.5046067161,1.7598476454
50.0000000000,10.5340314758,0.4132005959
60.0000000000,10.5616309597,0.2004535254
70.0000000000,10.6941551888,2.9021667525
80.0000000000,9.5998563526,0.3451953973
90.0000000000,10.8900909305,3.1154923995
100.0000000000,10.2651631943,0.3598758755
110.0000000000,10.5603480645,3.0530358394
120.0000000000,10.5340762593,0.2918382336
130.0000000000,10.5269139325,0.2818578615
140.0000000000,10.1981565782,1.6348745286
150.0000000000,13.3823123685,3.1136982972
160.0000000000,10.5996972273,0.8314259735
170.0000000000,10.7923182201,0.4002847706
180.0000000000,13.0155679697,3.1357099080
190.0000000000,12.5298410792,2.9284842214
200.0000000000,3.1320569421,0.5647660159
210.0000000000,3.3569300027,0.6434754405
220.0000000000,3.0156318620,0.7085364522
230.0000000000,3.0185432602,0.3071642248
240.0000000000,3.1281392952,0.5442448626
250.0000000000,3.0201744071,0.3623890908
260.0000000000,3.0929640153,0.4223811184
270.0000000000,3.0999718747,0.5056215425
280.0000000000,3.2727224797,1.6447533820
290.0000000000,3.3045657973,0.1918240178
300.0000000000,3.0628958976,0.3476058299
310.0000000000,3.0556253042,0.3855239907
320.0000000000,3.0193343882,0.3469197984
330.0000000000,3.0657991131,0.3534527544
340.0000000000,3.1228156098,0.5687645691
350.0000000000,3.2788157656,0.3857180191
360.0000000000,2.6003518272,1.2244453756
370.0000000000,3.0561339188,0.3986949938
380.0000000000,3.0030598225,0.3410546124
390.0000000000,5.5605484042,0.2105383348
400.0000000000,5.5874436473,0.2060647257
410.0000000000,5.5741848611,0.5834022102
420.0000000000,5.5424241215,0.2589345068
430.0000000000,5.6201539543,0.3418716863
440.0000000000,5.5312123852,0.1562760246
450.0000000000,5.8149844523,0.8018641778
460.0000000000,5.2829598046,0.1452822552
470.0000000000,5.5106457332,0.3442954125
480.0000000000,5.5070922065,0.0593225023
490.0000000000,5.6767873732,1.1569786777
500.0000000000,7.0505360350,2.6815012692
510.0000000000,5.6117784410,2.6002457315
520.0000000000,5.3411179522,0.1104426324
530.0000000000,7.5282346739,2.7288255718
540.0000000000,5.6919771409,3.1340458282
550.0000000000,6.2371106500,1.1029016821
560.0000000000,5.2187198274,2.9816271382
570.0000000000,5.6046770760,0.2662271958
580.0000000000,14.2129274424,1.9793718199
590.0000000000,10.6609423637,3.0848076359
600.0000000000,9.4467584173,2.0882801250
610.0000000000,9.9279682958,2.1961556385
