0.0000000000,4.3788446094,1.7387514726
10.0000000000,5.4501358769,1.6210542958
20.0000000000,4.3490698003,2.6719580863
30.0000000000,4.2477686172,1.8971149775
40.0000000000,5.5947115394,1.4808270261
50.0000000000,5.4104242757,1.5566380914
60.0000000000,8.0524087763,1.5491753191
70.0000000000,6.1157883107,1.4962265542
80.0000000000,5.4477762404,1.5860027385
90.0000000000,5.4830587378,1.5643514090
100.0000000000,6.2490987515,1.6310276579
110.0000000000,4.6193254247,1.4817978474
120.0000000000,6.3420136997,1.6078350246
130.0000000000,12.6055482038,2.4980604676
140.0000000000,6.3820705860,1.7887704026
150.0000000000,11.6732950366,2.4663707450
160.0000000000,4.7393683115,1.6018532446
170.0000000000,4.9659035253,1.5435274234
180.0000000000,8.0736594766,1.7144272163
190.0000000000,9.5897313952,2.0612164391
200.0000000000,6.2924844323,2.8479683596
210.0000000000,2.0111773164,3.0750147291
220.0000000000,4.7541241379,1.8393013076
230.0000000000,6.2697388650,0.2534077007
240.0000000000,5.6929108771,0.4554500454
250.0000000000,6.7635525791,1.9847498293
260.0000000000,4.7398560411,3.1007735625
270.0000000000,4.2082936718,2.5686084907
280.0000000000,3.8264420726,1.3590846273
290.0000000000,1.7874312008,2.7443524523
300.0000000000,7.0664420602,3.1113574038
310.0000000000,3.4858281239,1.5339464378
320.0000000000,3.4936331520,1.4598367778
330.0000000000,6.4040594260,0.0400159008
340.0000000000,0.3801762950,0.1909287637
350.0000000000,2.3421569666,2.2217223247
360.0000000000,3.9618128934,1.2623046538
370.0000000000,1.0777287338,0.1866353981
380.0000000000,5.5648877114,0.2056853565
390.0000000000,5.9057659558,1.7087291145
400.0000000000,6.5937989806,1.7151076967
410.0000000000,7.1190153315,1.7404953197
420.0000000000,5.9164784569,1.7772196896
430.0000000000,6.8087314037,1.7316585462
440.0000000000,5.5101211495,1.8165219851
450.0000000000,5.8192109367,1.7269594656
460.0000000000,5.5774188965,1.7572716385
470.0000000000,5.3420881015,1.7717764858
480.0000000000,5.5256264162,1.8095335449
490.0000000000,5.3552377988,1.7779018703
500.0000000000,5.3245041897,1.6694793510
510.0000000000,5.5952152304,1.7299127896
520.0000000000,5.8351709114,1.2616738959
530.0000000000,9.8478986657,1.7994865231
