0.0000000000,2.9894656744,0.4869795140
10.0000000000,3.0871480850,0.2786387139
20.0000000000,3.8095627750,3.1278187453
30.0000000000,3.1846402676,0.2729466200
40.0000000000,3.5146680744,3.0919656278
50.0000000000,3.0539090380,1.0849551196
60.0000000000,3.0861854314,0.9344588073
70.0000000000,3.8246248610,1.5292343699
80.0000000000,4.2053408871,2.6366580710
90.0000000000,3.5879884975,2.2615859809
100.0000000000,3.0476972102,0.3756291459
110.0000000000,1.8620016545,2.3417640575
120.0000000000,3.1023731499,0.2315674398
130.0000000000,3.1070835405,0.2477577820
140.0000000000,3.0466260092,0.4164493535
150.0000000000,4.5797663743,2.5982394611
160.0000000000,2.9055102448,0.7459824561
170.0000000000,3.0182552271,0.1578653837
180.0000000000,1.2505747850,2.9230495021
190.0000000000,3.4574539071,0.4114642248
200.0000000000,2.9490340943,1.1803958194
210.0000000000,2.9574206876,1.2224186383
220.0000000000,3.0935346976,1.2833177836
230.0000000000,1.9036657643,1.3426619381
240.0000000000,2.9180567291,1.2468149760
250.0000000000,2.9512492670,1.1932684352
260.0000000000,2.8899050666,1.2848303890
270.0000000000,2.8752743640,1.2656149708
280.0000000000,2.2177158558,2.6068986654
290.0000000000,2.8693288595,1.2699419831
300.0000000000,2.8812269283,1.2181845470
310.0000000000,2.8562704445,1.3453615229
320.0000000000,2.9085285383,1.2365102799
330.0000000000,2.8629211242,1.3509228925
340.0000000000,4.2267569830,1.3955943920
350.0000000000,2.6189674007,1.2458583545
360.0000000000,2.8746471296,1.2803600915
370.0000000000,2.9352741141,1.1706884272
380.0000000000,2.8903610125,1.2922623228
390.0000000000,2.9745322995,1.2365673485
400.0000000000,3.9871319584,2.2458683994
410.0000000000,3.4005548959,3.1130110916
420.0000000000,0.1044679194,0.0637345138
430.0000000000,0.7598777528,0.3010940903
440.0000000000,5.0665584762,1.8851383939
450.0000000000,2.1368261974,0.0723627436
460.0000000000,1.4064381761,0.5838417124
470.0000000000,1.0089025231,1.5377880244
480.0000000000,0.4473966191,1.3883034245
490.0000000000,0.7290460314,2.4869807405
500.0000000000,0.9232949216,2.8715870703
510.0000000000,2.8227433010,0.6570581748
520.0000000000,2.0501830752,2.5807760080
530.0000000000,2.3603567129,1.9597098241
540.0000000000,4.8111591795,1.1060283750
550.0000000000,2.3883176147,0.5020473200
560.0000000000,1.3271058815,0.2009589330
570.0000000000,2.7382458076,1.0968123410
580.0000000000,2.8405671632,0.2599404053
590.0000000000,2.7321093842,0.0952313336
600.0000000000,2.8180678149,0.2068915465
610.0000000000,2.7743664956,0.1856406425
620.0000000000,2.6897405121,0.0604273618
630.0000000000,2.6251009544,0.1523272460
640.0000000000,2.7156031608,0.0910300221
650.0000000000,2.6968613346,0.2435526674
660.0000000000,2.5938163250,0.1212833637
670.0000000000,3.0773703720,0.5629349789
680.0000000000,1.7901451294,1.9132521673
690.0000000000,2.2758032829,1.2702303538
700.0000000000,4.0008568927,3.0524262760
710.0000000000,2.0523404581,2.1289161115
720.0000000000,2.7810229007,0.1549352742
730.0000000000,2.7576946099,0.0869105168
740.0000000000,3.1233445531,2.7839732413
750.0000000000,2.5911559154,2.1703421633
760.0000000000,4.7697445502,1.6007688668
770.0000000000,6.0848260272,0.8510631288
780.0000000000,4.1053746509,2.7441632159
790.0000000000,4.1683206238,3.1318447460
800.0000000000,3.2842008868,2.1825843838
810.0000000000,3.7838406419,2.9649531638
820.0000000000,8.3348730689,2.4749951623
830.0000000000,4.2062589907,3.1378677138
840.0000000000,4.2256967235,2.9342069326
850.0000000000,4.6642193484,2.5560497715
860.0000000000,4.0058523321,2.9575449183
870.0000000000,3.9834892206,2.8753367805
880.0000000000,3.9826792877,2.7394790659
890.0000000000,6.6663987010,2.8211227280
900.0000000000,4.5737112098,2.7287543614
910.0000000000,4.8498955212,3.1354932462
920.0000000000,3.7651240577,2.3660084201
930.0000000000,4.5673689710,2.1896595267
940.0000000000,5.4499625329,1.6645499928
950.0000000000,4.3240590060,3.0174529829
960.0000000000,3.7996042938,2.3192037328
970.0000000000,3.6060863003,1.1351698831
980.0000000000,3.4203339771,0.7384544171
990.0000000000,3.8268266536,2.2408735508
1000.0000000000,3.5179241254,1.3710866076
1010.0000000000,5.3403287679,2.4057234699
1020.0000000000,5.5922529662,2.3842279260
1030.0000000000,5.9862073282,1.2484319663
1040.0000000000,4.4274328421,2.1503095965
1050.0000000000,2.9110900030,1.6198223436
1060.0000000000,4.3607101558,2.5384186375
1070.0000000000,5.8923968914,2.6953452735
1080.0000000000,3.3825349933,1.2124504879
1090.0000000000,5.4957445292,0.9849131729
1100.0000000000,5.2526050630,1.4947080371
1110.0000000000,5.7053700055,1.5243103018
1120.0000000000,4.3494160610,2.9089311741
1130.0000000000,3.6270918059,1.3869660559
1140.0000000000,4.0477154143,1.1738758954
1150.0000000000,6.8742051947,1.5447663884
1160.0000000000,2.1640592388,0.0908853116
1170.0000000000,2.3288415012,0.5016224959
1180.0000000000,2.1069885161,0.0541924489
1190.0000000000,3.1028042106,0.2827201519
1200.0000000000,2.1925350147,0.1750878130
1210.0000000000,2.1479600829,0.1194818033
1220.0000000000,2.1280540918,0.0919078977
1230.0000000000,2.0944050675,0.0648804353
1240.0000000000,2.1873120394,1.7577265803
1250.0000000000,2.1782879104,0.1691317831
1260.0000000000,2.1711617497,0.1370482838
1270.0000000000,1.6648842284,0.1524845999
1280.0000000000,2.1035203389,0.0247239302
1290.0000000000,2.1030546302,0.0604528151
1300.0000000000,3.5278323884,2.8541159510
1310.0000000000,2.2209719606,0.2184992936
1320.0000000000,2.1994298590,0.3760197003
1330.0000000000,2.1445769713,0.1090331408
1340.0000000000,2.1926214618,0.1697101819
1350.0000000000,2.4556606759,0.2387672649
1360.0000000000,0.0510591710,0.0345362917
1370.0000000000,0.0698645370,0.0289603016
1380.0000000000,2.5176859203,0.4006214025
1390.0000000000,0.0946628798,0.0474556444
1400.0000000000,2.3203540057,0.1038297712
1410.0000000000,2.6983675839,0.5470051008
1420.0000000000,1.5358877394,0.7176937219
1430.0000000000,2.4347026969,0.6351174738
1440.0000000000,2.3480543575,0.4380577159
1450.0000000000,2.3852709497,0.2404107436
1460.0000000000,2.5017177705,1.8405121423
1470.0000000000,2.6104204481,0.4527905029
1480.0000000000,4.2011913810,0.3670110613
1490.0000000000,2.0872802800,2.9378739230
1500.0000000000,1.1333961657,2.7761319094
1510.0000000000,2.3156528579,0.3271230455
1520.0000000000,2.7781542397,2.5433732230
1530.0000000000,2.3270265958,0.1312368496
1540.0000000000,3.8786436250,1.5787213736
