0,3.12333,0.213258,182,1
1,1.4312,0.437808,187,1
2,1.12215,0.12289,182,1
3,2.00411,0.274097,175,1
4,0.693218,0.135549,174,1
5,1.28227,0.165591,178,1
6,0.816714,0.168531,174,1
7,1.54522,0.907677,177,1
8,2.66854,0.265073,176,1
9,3.27285,0.831172,178,1
10,2.96237,0.283939,176,1
11,2.37967,0.288966,178,1
12,1.74856,0.179269,176,1
13,3.02131,0.414596,177,1
14,4.00991,0.791168,182,1
15,9.48699,2.75262,207,1
16,2.94443,1.06615,176,1
17,2.77439,0.956226,177,1
18,2.81312,0.420072,175,1
19,4.7501,1.19633,185,1
20,2.51414,0.562011,182,1
21,1.2445,0.536764,180,1
22,1.43238,0.541528,179,1
23,2.05794,0.338003,187,1
24,1.45383,0.405524,180,1
25,1.65307,0.338089,181,1
26,2.5731,0.38209,188,1
27,2.02518,0.299419,181,1
28,4.49741,0.306215,186,1
29,1.6104,0.869333,182,1
30,2.16284,0.550219,180,1
31,2.98953,0.323735,189,1
32,2.24056,0.71356,180,1
33,2.35513,1.49117,187,1
34,2.4085,0.588155,182,1
35,3.78072,0.783253,180,1
36,2.81397,0.788727,181,1
37,1.70473,0.308009,178,1
38,3.18106,0.847469,184,1
39,2.58906,0.514374,183,1
40,1.31539,0.226624,178,1
41,1.921,0.400686,179,1
42,1.62642,0.23798,181,1
43,1.97768,0.158058,180,1
44,2.52141,0.604777,179,1
45,2.79807,0.651584,186,1
46,1.78157,0.350915,180,1
47,3.75974,0.572513,184,1
48,2.35705,0.777044,183,1
49,3.04732,0.474639,194,1
50,3.04222,0.513782,184,1
51,3.39738,0.569904,182,1
52,1.82176,0.904346,183,1
53,2.38996,1.17906,180,1
54,6.438,0.418293,213,1
55,2.94843,1.05762,180,1
56,5.85477,0.511902,227,1
57,1.95613,0.292009,179,1
58,3.58916,0.253451,173,1
59,2.26862,0.14879,173,1
60,3.56275,0.465433,174,1
61,2.70594,0.140876,179,1
62,2.06926,0.12713,173,1
63,2.29753,0.205656,171,1
64,2.57576,0.310505,172,1
65,3.46738,0.248432,174,1
66,1.33135,0.167216,171,1
67,3.27036,0.0752357,175,1
68,2.57642,0.56979,172,1
69,4.63701,0.350135,177,1
70,5.35619,1.29623,185,1
71,6.53038,2.12982,178,1
72,3.69884,0.33044,174,1
73,3.31991,0.582276,176,1
74,6.03414,2.28932,176,1
75,4.51122,1.79028,180,1
76,4.21113,1.23504,179,1
77,2.73734,0.482928,171,1
78,2.67214,0.471581,170,1
79,2.46138,0.536108,171,1
80,1.81207,0.289789,174,1
81,1.36364,0.289567,168,1
82,1.53214,0.283534,170,1
83,1.58296,0.620346,172,1
84,1.11016,0.306236,167,1
85,0.750263,0.927958,171,1
86,3.58611,0.676166,171,1
87,2.25763,0.247891,168,1
88,3.05486,0.199326,170,1
89,1.43213,0.835395,173,1
90,5.13121,1.03056,181,1
91,6.56986,1.45859,181,1
