0,3.65462,1.80598,517,1
1,0.573669,1.00476,402,1
2,1.2257,0.856494,426,1
3,0.789624,0.870925,417,1
4,1.02295,0.953927,435,1
5,1.06899,0.946481,410,1
6,2.8201,1.75512,443,1
7,2.19273,1.19371,475,1
8,0.833726,0.967012,393,1
9,1.58767,0.98954,409,1
10,0.946653,0.927839,437,1
11,3.58115,1.87774,506,1
12,0.552772,0.980814,424,1
13,2.1248,1.01982,447,1
14,2.88121,1.20986,471,1
15,3.95278,2.6537,720,1
16,2.4136,1.83296,468,1
17,3.86481,1.59916,511,1
18,2.77231,1.85085,463,1
19,4.75555,0.752827,525,1
20,1.87021,0.530825,394,1
21,1.76598,1.01916,386,1
22,1.59273,0.403813,392,1
23,1.87784,0.474547,384,1
24,1.64144,0.126232,403,1
25,1.68065,0.230441,396,1
26,1.99944,0.530199,391,1
27,1.79141,0.208236,387,1
28,2.19417,0.849449,387,1
29,2.21291,1.21416,389,1
30,1.77519,0.254433,394,1
31,1.63647,0.277761,392,1
32,2.2022,0.641266,355,1
33,3.0893,1.11567,391,1
34,2.42182,0.700799,361,1
35,3.12466,1.24232,359,1
36,4.54479,1.56323,373,1
37,2.20389,0.929111,395,1
38,2.9847,1.38973,466,1
39,1.62239,1.18658,465,1
40,1.55085,1.0031,502,1
41,0.245162,0.999992,445,1
42,1.43098,0.939543,524,1
43,1.49825,1.00528,530,1
44,0.759653,1.01981,482,1
45,2.20044,0.969546,445,1
46,0.406879,1.27305,484,1
47,1.96571,1.13584,429,1
48,0.784761,1.0457,503,1
49,0.458541,1.21277,447,1
50,1.71247,1.01186,430,1
51,0.760899,1.09256,434,1
52,0.290432,0.968841,400,1
53,1.76797,1.52917,501,1
54,1.3449,1.51884,390,1
55,1.91358,1.25621,547,1
56,0.57955,1.22401,528,1
57,0.370538,0.96357,415,1
58,0.339559,0.613246,438,1
59,0.274837,0.657341,410,1
60,0.226157,0.713261,436,1
61,0.614624,0.785296,466,1
62,0.261562,0.66005,416,1
63,0.451022,0.702655,444,1
64,0.489411,1.19681,401,1
65,0.214461,0.783478,449,1
66,0.262321,0.649013,401,1
67,0.824761,0.37379,442,1
68,0.235668,0.748693,436,1
69,0.814388,0.663218,478,1
70,1.10044,1.74072,480,1
71,1.55489,1.77233,522,1
72,1.87495,1.53379,429,1
73,0.861498,0.63375,460,1
74,1.07968,2.49948,416,1
75,1.97323,1.96573,719,1
76,3.2155,0.924138,391,1
77,1.19224,0.553986,517,1
78,1.12685,0.536297,485,1
79,1.29632,0.580946,577,1
80,1.03697,0.5122,490,1
81,1.40348,0.56674,539,1
82,1.13403,0.527088,496,1
83,1.09693,0.508504,533,1
84,1.23295,0.534163,453,1
85,2.5041,0.604088,409,1
86,2.02393,0.216621,465,1
87,1.19552,0.463547,538,1
88,1.15212,0.610776,484,1
89,1.38466,0.538922,561,1
90,1.52028,1.62911,498,1
91,1.97226,1.81636,572,1
92,1.07763,1.77356,475,1
93,1.92494,0.554349,635,1
94,0.902229,1.63551,461,1
95,1.62412,0.62189,543,1
96,0.586378,0.570551,415,1
97,0.840008,0.304574,446,1
98,0.900597,0.478941,410,1
99,1.0867,0.275481,444,1
100,0.888278,0.467005,404,1
101,0.946474,0.463245,401,1
102,0.81572,0.507541,399,1
103,1.56897,0.614906,432,1
104,1.43109,0.392921,411,1
105,1.43661,0.772543,425,1
106,0.816692,0.158051,405,1
107,1.17706,0.300191,400,1
108,0.637422,0.444392,424,1
109,0.626776,0.576643,430,1
110,0.549972,0.932002,437,1
111,3.43032,2.90326,584,1
112,1.40179,0.721628,407,1
113,0.926405,0.486569,396,1
114,1.00465,0.627102,447,1
115,2.45033,1.77063,490,1
116,0.908572,0.498632,392,1
117,1.12201,0.216029,393,1
118,0.970191,0.197586,372,1
119,0.729413,0.741378,415,1
120,0.495129,0.106485,446,1
121,0.733162,0.242384,490,1
122,0.670957,0.819252,440,1
123,1.20103,0.407836,374,1
124,2.42864,1.61882,443,1
125,1.56897,0.412672,455,1
126,1.49833,0.598181,455,1
127,1.06001,0.905093,386,1
128,1.59769,0.445916,393,1
129,2.19168,1.35772,598,1
130,1.3,0.659446,478,1
131,3.27677,0.361276,418,1
132,1.77895,0.762899,433,1
133,2.5513,0.462965,471,1
134,0.839625,0.768725,416,1
135,1.21664,0.813685,490,1
136,0.270762,0.370418,440,1
137,0.2934,0.448285,430,1
138,0.412489,0.608909,430,1
139,0.353169,0.463837,435,1
140,0.342821,0.474554,417,1
141,0.722213,0.775969,416,1
142,1.06898,0.834723,547,1
143,1.18083,1.12386,461,1
144,0.328203,0.436217,443,1
145,0.350613,0.606128,446,1
146,0.744284,0.847636,427,1
147,0.348066,0.557633,464,1
148,0.114393,0.432727,430,1
149,1.93945,0.658294,553,1
150,1.09878,1.44182,483,1
151,2.03055,0.977347,460,1
152,0.434831,0.723563,468,1
153,0.408507,0.433463,432,1
154,0.845058,0.392039,427,1
155,0.251832,0.52327,425,1
156,0.664353,0.369908,419,1
157,0.697194,0.372152,416,1
158,0.712954,0.347754,417,1
159,0.696197,0.348177,419,1
160,1.40917,0.414532,495,1
161,0.841822,0.398411,415,1
162,0.255552,0.549337,428,1
163,1.44127,0.819793,478,1
164,1.39469,0.401355,698,1
165,0.927172,0.421842,417,1
166,1.7556,1.91564,497,1
167,0.983437,0.743906,551,1
168,2.46946,1.42205,389,1
169,0.71119,0.367119,478,1
170,2.7209,2.4595,520,1
171,2.31813,2.56351,876,1
172,0.780248,0.383549,401,1
173,0.27766,0.096575,453,1
174,0.526837,0.36452,422,1
175,0.479927,0.29491,435,1
176,0.265815,0.228656,453,1
177,0.257801,0.144557,465,1
