0.000000,8.343300,0.478910,4.023100
1.000000,8.213100,0.482040,2.833600
2.000000,8.317100,0.480050,3.503500
3.000000,8.187600,0.481810,3.589500
4.000000,8.264600,0.479500,3.664200
5.000000,8.233300,0.481140,3.937800
6.000000,8.265200,0.479190,3.528200
7.000000,8.117800,0.480940,4.106700
8.000000,8.138300,0.480190,3.721200
9.000000,8.479800,0.490560,2.518200
10.000000,8.633900,0.479700,3.970000
11.000000,8.588500,0.479330,4.080600
12.000000,8.356800,0.481150,3.395900
13.000000,8.235200,0.480480,4.959800
14.000000,7.517700,0.481340,3.055400
15.000000,11.475200,2.897000,5.592700
16.000000,8.503800,0.475150,3.448700
17.000000,8.552300,0.479570,4.982200
18.000000,8.625100,0.476770,3.017700
19.000000,8.652200,0.484130,4.439700
20.000000,5.779000,0.785900,3.622800
21.000000,5.634400,0.788320,5.378600
22.000000,5.631200,0.787080,5.308900
23.000000,5.729700,0.787380,4.231600
24.000000,5.700000,0.786900,5.336800
25.000000,5.702900,0.787160,5.052600
26.000000,5.853300,0.795090,3.882900
27.000000,5.370500,0.788400,5.595400
28.000000,4.776000,0.788380,4.576200
29.000000,5.778700,0.851370,2.109100
30.000000,5.832600,0.786950,6.181500
31.000000,5.477300,0.786690,4.645900
32.000000,6.639100,0.789880,6.183300
33.000000,9.292300,2.434400,4.878000
34.000000,6.267300,0.789210,5.283400
35.000000,7.031800,0.800140,2.155500
36.000000,7.426200,1.107200,3.309400
37.000000,4.983500,0.788310,5.884400
38.000000,5.453400,0.841680,3.920300
39.000000,5.949700,0.775600,2.881300
40.000000,5.895900,0.777500,5.165400
41.000000,5.891500,0.778920,6.157600
42.000000,5.921300,0.777720,5.071500
43.000000,5.821400,0.778290,4.749600
44.000000,6.003700,0.780430,4.981900
45.000000,5.589800,0.776170,4.036400
46.000000,6.645400,0.777800,4.963800
47.000000,5.289000,0.775790,3.206300
48.000000,6.318300,0.778390,5.116700
49.000000,6.287600,1.092400,4.996100
50.000000,6.009600,0.779540,4.184200
51.000000,6.629600,1.091600,3.741800
52.000000,6.158000,1.092200,4.663800
53.000000,6.168600,0.832680,2.396800
54.000000,6.569600,0.814700,7.350000
55.000000,5.633400,0.798050,2.186800
56.000000,6.194200,0.807690,6.522400
57.000000,5.842100,0.780580,5.789400
58.000000,10.403900,0.458940,2.137300
59.000000,10.171000,0.443330,2.053900
60.000000,10.310200,0.458960,1.936800
61.000000,10.390600,0.452720,2.169600
62.000000,10.396800,0.460960,1.974000
63.000000,10.291100,0.442360,2.006900
64.000000,10.231400,0.438340,3.698800
65.000000,10.136400,0.438240,4.097200
66.000000,10.271800,0.444850,1.953000
67.000000,10.034500,0.435720,2.372600
68.000000,10.044900,0.450900,1.964200
69.000000,10.670200,0.463270,3.191200
70.000000,8.392200,1.551100,5.344700
71.000000,10.237500,0.446710,4.677800
72.000000,9.948500,0.437720,3.419900
73.000000,10.495700,0.464730,4.031800
74.000000,7.327300,2.114700,5.563600
75.000000,6.986500,1.625400,2.231300
76.000000,10.014000,0.438820,7.316000
77.000000,7.805500,0.219950,7.584500
78.000000,7.900800,0.223410,5.035600
79.000000,7.900400,0.231310,5.521600
80.000000,7.878700,0.218970,5.616300
81.000000,7.807200,0.221470,5.477400
82.000000,7.840600,0.219540,5.722200
83.000000,7.769500,0.219560,6.854700
84.000000,8.123900,0.226330,4.755200
85.000000,7.655900,0.222020,8.109000
86.000000,7.816900,0.221300,11.482900
87.000000,7.879700,0.226440,5.148900
88.000000,7.893300,0.221650,5.540200
89.000000,7.630800,0.220940,8.363700
90.000000,7.874600,0.221740,22.132500
91.000000,11.064700,2.468200,11.166400
92.000000,12.064900,1.679500,14.865500
93.000000,7.760500,0.235190,6.200100
94.000000,11.394700,1.679700,9.798900
95.000000,7.846700,0.231840,4.814200
96.000000,5.681400,0.363540,3.031400
97.000000,5.138300,0.351380,3.776500
98.000000,5.412600,0.353890,3.096800
99.000000,5.507200,0.356160,3.031900
100.000000,5.533800,0.357410,2.800700
101.000000,5.603600,0.359660,2.900300
102.000000,5.392700,0.353730,2.997100
103.000000,5.678500,0.362070,3.090800
104.000000,5.162800,0.351060,3.713900
105.000000,4.865100,0.350310,5.580700
106.000000,5.125300,0.352040,3.209100
107.000000,5.648100,0.363720,3.067500
108.000000,5.246400,0.352540,3.201000
109.000000,5.889000,0.369390,3.666100
110.000000,5.288100,0.350340,5.362000
111.000000,5.032500,2.494400,16.849000
112.000000,5.309800,0.352000,3.412500
113.000000,5.862800,0.372260,4.365900
114.000000,5.281100,0.352840,3.312700
115.000000,6.066800,0.374400,8.013500
116.000000,4.170600,0.191230,9.138200
117.000000,4.168200,0.189110,6.193400
118.000000,4.151300,0.190460,7.857800
119.000000,4.149900,0.191280,9.731900
120.000000,4.170200,0.190920,6.838100
121.000000,4.150600,0.190650,7.260900
122.000000,4.259400,0.192030,8.669600
123.000000,4.171500,0.190720,7.749800
124.000000,5.733400,0.810920,4.360900
125.000000,4.218000,0.191660,13.027000
126.000000,5.284900,0.804810,5.845900
127.000000,4.136700,0.191480,8.402500
128.000000,4.318100,0.186620,5.680100
129.000000,7.521200,2.839300,14.239300
130.000000,4.170600,0.193850,7.220100
131.000000,4.300800,0.192090,9.516900
132.000000,4.164200,0.179600,6.232500
133.000000,4.081200,0.189320,5.699300
134.000000,4.109500,0.192850,12.812100
135.000000,4.122900,0.346760,6.633400
136.000000,4.220100,0.351520,4.650300
137.000000,4.194500,0.356550,5.394300
138.000000,4.219000,0.354230,4.664000
139.000000,4.259400,0.355240,4.904700
140.000000,4.147200,0.347540,4.496200
141.000000,4.300700,0.346700,5.970800
142.000000,4.261800,0.357520,5.248500
143.000000,4.285800,0.356690,6.763800
144.000000,4.117100,0.347130,4.365100
145.000000,4.172400,0.359410,6.796600
146.000000,3.975500,0.347360,6.391100
147.000000,3.930500,0.352120,6.724400
148.000000,3.775400,0.291690,7.067000
149.000000,3.948400,0.343600,11.601900
150.000000,3.982400,0.360920,9.198300
151.000000,4.233200,0.346890,8.844800
152.000000,4.239200,0.360830,8.929700
153.000000,4.000900,0.350940,4.857200
154.000000,5.725200,0.574940,7.918000
155.000000,5.790200,0.574130,6.214100
156.000000,5.751700,0.574300,5.001500
157.000000,5.792100,0.573900,7.424100
158.000000,5.737100,0.574370,6.314600
159.000000,5.864900,0.572830,6.848400
160.000000,5.619900,0.574280,5.897400
161.000000,5.680200,0.574250,7.438700
162.000000,5.811100,0.574340,5.988800
163.000000,5.585400,0.575210,8.402200
164.000000,5.396200,0.575610,4.969700
165.000000,6.096800,0.575380,10.052000
166.000000,5.787900,0.574600,14.121200
167.000000,5.619900,0.585700,4.547300
168.000000,5.724500,0.574170,7.421400
169.000000,5.655500,0.572230,8.173400
170.000000,7.885400,2.667300,3.626400
171.000000,3.112600,2.666200,4.271600
172.000000,5.376100,0.580410,3.371600
173.000000,5.455200,0.232410,2.348600
174.000000,5.416600,0.232200,2.940600
175.000000,5.453700,0.230040,5.314500
176.000000,5.429900,0.231930,2.496600
177.000000,5.398400,0.232820,3.008800
178.000000,5.405800,0.232410,2.609000
179.000000,5.427000,0.225020,2.237300
180.000000,5.489300,0.231390,3.301600
181.000000,8.815100,2.057700,12.794000
182.000000,5.354400,0.223930,2.339200
183.000000,5.382300,0.230920,4.111800
184.000000,5.594200,0.222280,2.341500
185.000000,5.463700,0.218050,3.269600
186.000000,4.266200,2.058400,11.093800
187.000000,8.865100,2.501700,6.530000
188.000000,8.633000,2.059700,12.756500
189.000000,1.132900,1.345200,16.440100
190.000000,7.780200,2.059700,12.950700
191.000000,5.296000,0.227010,2.708300
192.000000,3.339200,0.054265,5.696600
193.000000,3.371800,0.052282,6.490100
194.000000,3.367200,0.053072,6.022300
195.000000,3.271300,0.055783,8.792000
196.000000,3.343000,0.053617,5.945500
197.000000,3.273100,0.055757,8.247400
198.000000,3.343000,0.053339,5.988800
199.000000,4.857300,0.851220,4.891700
200.000000,4.796700,0.836920,7.103400
201.000000,3.413700,0.051704,7.590000
202.000000,3.364500,0.053961,6.431100
203.000000,3.321900,0.054190,5.907300
204.000000,3.344400,0.053254,6.604200
205.000000,3.329300,0.055911,6.425100
206.000000,3.337300,0.051724,7.302500
207.000000,5.460600,0.872900,9.219000
208.000000,3.425400,0.052496,6.756800
209.000000,3.306600,0.056062,6.819700
210.000000,3.358000,0.052314,6.291100
211.000000,4.760900,0.835810,7.719200
212.000000,0.050311,0.007782,24.135200
213.000000,0.050230,0.007751,24.194300
214.000000,0.050197,0.007751,24.156600
215.000000,0.050241,0.007782,23.763900
216.000000,0.050427,0.007782,23.490700
217.000000,0.049692,0.007720,23.533000
218.000000,0.052495,0.007705,23.436700
219.000000,0.052969,0.007690,23.562500
220.000000,0.055884,0.007705,24.409700
221.000000,0.046808,0.007751,25.262100
222.000000,0.047572,0.007751,23.932400
223.000000,0.047387,0.007797,23.220200
224.000000,0.047824,0.007751,24.101100
225.000000,7.348200,1.728500,6.306700
226.000000,0.037779,0.007797,23.690900
227.000000,0.054889,0.007782,24.570800
228.000000,0.044040,0.007782,24.417900
229.000000,0.054152,0.007751,23.914100
230.000000,0.051242,0.007705,25.448800
231.000000,5.523500,0.685540,5.501700
232.000000,5.444000,0.685390,4.802200
233.000000,5.596200,0.685350,4.319200
234.000000,5.541400,0.685040,4.698300
235.000000,5.500000,0.685380,4.917500
236.000000,5.612300,0.685050,4.967000
237.000000,5.315900,0.683850,5.241400
238.000000,5.715600,0.684860,4.700100
239.000000,5.433400,0.688070,6.245700
240.000000,5.724900,0.683740,4.766600
241.000000,5.686700,0.687400,3.890800
